name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Lisboa, Portugal",2024-10-26,63.1,53.1,58.2,63.1,53.1,58.2,53.9,85.6,0.157,100,4.17,rain,0,0,31.1,14.2,301.1,1019.7,52.4,6.1,61.8,5.3,3,,2024-10-26T07:57:30,2024-10-26T18:43:02,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-27,66.7,55.4,59.3,66.7,55.4,59.3,52.7,79.3,0.008,100,4.17,rain,0,0,23.5,13.5,344.7,1018.2,32.7,6.5,126.5,11.4,5,,2024-10-27T06:58:33,2024-10-27T17:41:48,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-28,66.7,52.2,59.1,66.7,52.2,59.1,48.1,67.6,0,0,0,,0,0,25.3,15.8,23,1017.8,32.6,6.5,62.3,4,5,,2024-10-28T06:59:37,2024-10-28T17:40:35,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-29,72.1,58.7,65.3,72.1,58.7,65.3,54.7,68.8,0,0,0,,0,0,30,18.7,24.9,1012.3,30.6,6.5,123.4,10.7,5,,2024-10-29T07:00:42,2024-10-29T17:39:23,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-30,66.3,55.4,59.9,66.3,55.4,59.9,53.5,80.1,0,0,0,,0,0,21.9,12.6,52,1012,47.2,6.5,139.5,12.1,6,,2024-10-30T07:01:46,2024-10-30T17:38:13,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-31,66.7,55.9,60.5,66.7,55.9,60.5,56.6,87.4,0.081,100,4.17,rain,0,0,20.8,8.7,104.7,1014.4,50.8,6.5,116.2,10,5,,2024-10-31T07:02:51,2024-10-31T17:37:04,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-01,67.1,57.2,61.2,67.1,57.2,61.2,59.4,94.1,0.004,100,4.17,rain,0,0,20.8,10.8,99.2,1016.1,64.7,5.7,98.5,8.5,5,,2024-11-01T07:03:56,2024-11-01T17:35:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-02,72,56.8,63.2,72,56.8,63.2,58.1,84.6,0.028,100,4.17,rain,0,0,27.7,7.8,47.2,1017.1,33.8,6.5,138.9,12,6,,2024-11-02T07:05:01,2024-11-02T17:34:50,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-03,70.2,56.8,63.3,70.2,56.8,63.3,57.5,82.6,0,0,0,,0,0,27.7,11.3,72.2,1016.1,43.4,6.4,115.9,10,5,,2024-11-03T07:06:07,2024-11-03T17:33:45,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-04,66.2,61.2,64.1,66.2,61.2,64.1,61.8,92.2,0.053,100,4.17,rain,0,0,24.4,11.1,138.5,1016.2,71.4,5.9,54.5,4.7,2,,2024-11-04T07:07:12,2024-11-04T17:32:42,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-05,68.9,62.6,66.3,68.9,62.6,66.3,64.8,95.1,0.526,100,8.33,rain,0,0,23,16.1,199.3,1019.9,84.3,6.1,85.3,7.3,4,,2024-11-05T07:08:18,2024-11-05T17:31:40,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-06,73.5,60.4,65.4,73.5,60.4,65.4,62,89.6,0.033,100,4.17,rain,0,0,19.7,8.6,42.5,1021.1,65.5,4.9,111.7,9.7,5,,2024-11-06T07:09:24,2024-11-06T17:30:39,0.17,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-07,72.1,57.2,64.1,72.1,57.2,64.1,58.9,84.3,0,0,0,,0,0,20.8,9.3,72.7,1018.4,80.4,5.7,130.5,11.1,5,,2024-11-07T07:10:30,2024-11-07T17:29:41,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-08,71.1,59.4,64.1,71.1,59.4,64.1,60.8,89.4,0,0,0,,0,0,23,6.6,334.3,1019.7,64.6,6.3,84.4,7.2,4,,2024-11-08T07:11:37,2024-11-08T17:28:44,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-09,68.3,55.8,61.1,68.3,55.8,61.1,55.7,83.4,0,0,0,,0,0,17.7,11.6,343.3,1026.1,25.3,6.4,128.8,11.1,5,,2024-11-09T07:12:43,2024-11-09T17:27:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-10,72,55.8,62.9,72,55.8,62.9,55.7,77.8,0,0,0,,0,0,24.8,16.6,349.1,1027.2,40.4,6.5,130,11.2,5,,2024-11-10T07:13:49,2024-11-10T17:26:54,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-11,71.5,60.4,64.8,71.5,60.4,64.8,58.1,79.6,0,0,0,,0,0,25.3,13.4,5.9,1024,24.6,6.5,137.2,11.8,5,,2024-11-11T07:14:56,2024-11-11T17:26:02,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-12,66.7,55.4,60.4,66.7,55.4,60.4,48.6,65.5,0,0,0,,0,0,23,13.4,21.7,1019.7,16.5,6.5,140.7,12.1,6,,2024-11-12T07:16:02,2024-11-12T17:25:12,0.38,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-13,59.4,48.2,54.7,59.4,43.9,54.1,40.5,59.6,0,0,0,,0,0,27.7,16.1,32.4,1012.5,30.5,6.5,129.6,11.2,5,,2024-11-13T07:17:09,2024-11-13T17:24:23,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-14,59.1,46,52.4,59.1,41.1,50.6,50.7,94,0.142,100,4.17,rain,0,0,25.7,13.3,63.9,1012.1,46.4,6.5,64.6,5.6,3,,2024-11-14T07:18:15,2024-11-14T17:23:36,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-15,64.8,54,58.4,64.8,54,58.4,55.6,90.8,0.033,100,4.17,rain,0,0,34,14.2,95.8,1012.5,51.8,6.3,57.7,4.9,3,,2024-11-15T07:19:22,2024-11-15T17:22:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-16,70.2,55.7,61.9,70.2,55.7,61.9,57.4,85.9,0.079,100,4.17,rain,0,0,32.9,12.5,91.4,1012.9,49,6.5,112.6,9.7,5,,2024-11-16T07:20:28,2024-11-16T17:22:08,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-17,68.3,56.9,61.4,68.3,56.9,61.4,56.6,84.7,0.004,100,4.17,rain,0,0,26.4,12.4,55.4,1016.2,42.3,6.5,,,,,2024-11-17T07:21:34,2024-11-17T17:21:26,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-18,66.7,54.9,60.2,66.7,54.9,60.2,57.7,91.8,0.004,100,4.17,rain,0,0,9.2,6.1,20.5,1018.7,44.7,5.6,90,7.7,4,,2024-11-18T07:22:39,2024-11-18T17:20:47,0.58,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"LPAR,LPST,LPMT,LPPT"
"Lisboa, Portugal",2024-11-19,64.7,53.4,58.1,64.7,53.4,58.1,55.3,90.9,0,0,0,,0,0,20.8,9.9,359.4,1021.2,39.7,4.9,94.4,8.1,4,,2024-11-19T07:23:45,2024-11-19T17:20:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LPST,LPAR,LPMT,LPPT"
"Lisboa, Portugal",2024-11-20,63.1,51.3,58.6,63.1,51.3,58.6,52.8,81.6,0,0,0,,0,0,16.1,7.3,292.5,1025,77.6,6.2,92.1,7.8,4,,2024-11-20T07:24:50,2024-11-20T17:19:34,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LPST,LPAR,LPMT,LPPT"
"Lisboa, Portugal",2024-11-21,64.5,59.3,61,64.5,59.3,61,54.3,78.8,0,0,0,,0,0,25.5,12.2,253.1,1021.7,81.2,6.1,80.8,7,3,,2024-11-21T07:25:55,2024-11-21T17:19:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPST,LPAR,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-22,67.5,57.2,62.3,67.5,57.2,62.3,58.1,86.3,0.014,100,8.33,rain,0,0,13.9,11.2,251.7,1019.8,51.5,6.5,,,,,2024-11-22T07:26:59,2024-11-22T17:18:29,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-23,70.2,54.5,61.5,70.2,54.5,61.5,55.7,82.6,0,0,0,,0,0,32.4,13.6,115.1,1017.1,60.8,6.1,117.9,10.2,5,,2024-11-23T07:28:03,2024-11-23T17:17:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-24,72.4,60.8,65.6,72.4,60.8,65.6,57.1,74.4,0,0,0,,0,0,42.1,25.4,158.5,1010.1,80.3,6.4,59.3,5,3,,2024-11-24T07:29:07,2024-11-24T17:17:32,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-11-25,66.5,53.9,59.6,66.5,53.9,59.6,52.6,78.6,0.366,100,4.17,rain,0,0,42.5,19.1,268.5,1018.1,43.2,6.4,92.2,8,4,,2024-11-25T07:30:10,2024-11-25T17:17:06,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-26,61.4,51.3,55.1,61.4,51.3,55.1,51,86.6,0,0,0,,0,0,16.1,5.9,33.5,1023.1,42.2,6.3,96.3,8.3,4,,2024-11-26T07:31:12,2024-11-26T17:16:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-27,62.6,46.3,53.1,62.6,43,52.2,48.5,85.1,0,0,0,,0,0,19.7,7.5,48,1023,19.3,6.4,121.3,10.5,5,,2024-11-27T07:32:14,2024-11-27T17:16:22,0.88,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-28,68.4,48.2,58,68.4,44.2,57,53.4,85.3,0,0,0,,0,0,25.9,11.5,80.9,1020.7,40,6.5,109.7,9.3,4,,2024-11-28T07:33:15,2024-11-28T17:16:03,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-29,68.4,60.8,63.6,68.4,60.8,63.6,61.5,93,0,0,0,,0,0,24.4,9.9,146,1023.6,80.5,6.1,62,5.4,3,,2024-11-29T07:34:15,2024-11-29T17:15:46,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-11-30,64.7,58.9,61.3,64.7,58.9,61.3,59.6,94.3,0,0,0,,0,0,21.9,7.3,72.6,1025.2,90.5,4.2,92.2,8,4,,2024-11-30T07:35:14,2024-11-30T17:15:31,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-01,64.3,57.1,60.4,64.3,57.1,60.4,56.1,86.1,0,0,0,,0,0,27.7,10.2,39.7,1021.9,83.3,6.2,55.5,4.8,3,,2024-12-01T07:36:13,2024-12-01T17:15:18,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-02,64.3,55,58.8,64.3,55,58.8,55.2,88.3,0.078,100,4.17,rain,0,0,20.6,13.3,1.1,1022.8,57.8,6.4,67,5.7,3,,2024-12-02T07:37:11,2024-12-02T17:15:08,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-03,61.6,54,57.3,61.6,54,57.3,49.8,76.2,0.091,100,8.33,rain,0,0,22.6,12.8,328.9,1025.4,38.2,6.5,68.3,5.9,3,,2024-12-03T07:38:07,2024-12-03T17:14:59,0.08,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"08532099999,08534099999,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-04,64.9,53.2,59.8,64.9,53.2,59.8,54.8,84,0.011,100,8.33,rain,0,0,22.8,13.2,326.6,1027.8,49.1,6.5,90.1,8,3,,2024-12-04T07:39:03,2024-12-04T17:14:53,0.11,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-05,64.8,49.6,57.4,64.8,49.6,57.4,54.3,89.6,0,0,0,,0,0,16.1,11.3,325.3,1030.9,43.8,6.5,106.5,9.3,5,,2024-12-05T07:39:58,2024-12-05T17:14:49,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-06,66.2,53.2,59.6,66.2,53.2,59.6,55.1,85.6,0,0,0,,0,0,16.3,8.9,337,1030.6,46.3,6.5,95.3,8.2,4,,2024-12-06T07:40:51,2024-12-06T17:14:47,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-07,62.6,54,59.2,62.6,54,59.2,51.6,76.3,0,0,0,,0,0,37.8,25.3,349.2,1030,68.3,6.5,80,6.8,4,,2024-12-07T07:41:43,2024-12-07T17:14:47,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-08,58.1,50.4,53.9,58.1,50.4,53.9,41.4,62.8,0,0,0,,0,0,39.1,25,1,1028.7,20.6,6.5,108,9.2,5,,2024-12-08T07:42:35,2024-12-08T17:14:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-09,57.6,48.2,51.6,57.6,40.9,49.4,40.1,65.2,0,0,0,,0,0,32.2,21.9,351.4,1024.7,14,6.5,107.4,9.5,5,,2024-12-09T07:43:24,2024-12-09T17:14:54,0.29,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-10,55.6,39.7,47.6,55.6,39.7,47,40.6,77.9,0,0,0,,0,0,16.1,11.2,17.8,1018.8,13.9,6.5,109.3,9.7,5,,2024-12-10T07:44:13,2024-12-10T17:15:01,0.33,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-11,55.5,38.7,46.1,55.5,33.9,43.6,39.7,79.1,0,0,0,,0,0,21.9,8.1,34,1016.1,17.6,6.5,108.7,9.2,5,,2024-12-11T07:45:00,2024-12-11T17:15:10,0.36,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-12,54.1,38.9,46.3,54.1,33.7,43.3,40.3,80,0,0,0,,0,0,15.2,10.8,42.9,1016.6,25.8,6.5,112.1,9.8,5,,2024-12-12T07:45:46,2024-12-12T17:15:21,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-13,52.1,40.1,45.7,52.1,36.6,43.1,44.7,96.5,0.118,100,4.17,rain,0,0,19.7,7.6,45.4,1020.8,50.8,5.8,50.2,4.3,4,,2024-12-13T07:46:30,2024-12-13T17:15:34,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-14,59,46.4,51.3,59,42.9,50.1,48.4,90.2,0.039,100,4.17,rain,0,0,19.7,8.6,36.8,1028.8,47.4,6.2,84.9,7.2,4,,2024-12-14T07:47:13,2024-12-14T17:15:49,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-15,56.2,44.6,49.5,56.2,40.7,47,44.1,82.4,0,0,0,,0,0,28.9,13,45.9,1033.1,68.9,6.5,81.1,6.9,4,,2024-12-15T07:47:54,2024-12-15T17:16:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-16,60.8,41.9,49.9,60.8,36.1,47.4,42.2,75.5,0,0,0,,0,0,25.3,13.5,64.1,1031.8,50.7,6.5,73.3,6.3,5,,2024-12-16T07:48:33,2024-12-16T17:16:26,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-17,61.2,46.8,53.5,61.2,43.9,52.8,47.6,80.7,0,0,0,,0,0,25.5,12.4,74.8,1029.9,45.5,6.5,83,7.2,4,,2024-12-17T07:49:11,2024-12-17T17:16:48,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-18,64.8,50,57.5,64.8,50,57.5,55.9,94.1,0,0,0,,0,0,26.4,14.5,191,1028.7,78.6,6,78.9,6.8,4,,2024-12-18T07:49:47,2024-12-18T17:17:11,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-19,63.1,52.2,59.7,63.1,52.2,59.7,55.6,86.7,0.25,100,4.17,rain,0,0,24.2,14.1,290.1,1027.8,56.6,6,61.8,5.3,4,,2024-12-19T07:50:22,2024-12-19T17:17:37,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-20,58.9,46.7,52.1,58.9,42.9,51.4,42.2,69.6,0.001,100,4.17,rain,0,0,24.2,13.8,348.1,1029.9,16.2,6.5,108.5,9.3,5,,2024-12-20T07:50:54,2024-12-20T17:18:04,0.66,Rain,Clear conditions throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-21,58.6,40.6,49.2,58.6,36.4,46.6,39,69,0,0,0,,0,0,23.7,14.1,12.5,1031.6,0,6.5,107.8,9.2,5,,2024-12-21T07:51:25,2024-12-21T17:18:34,0.7,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-22,63.8,41.4,52,63.8,40.1,51.3,46,80.7,0,0,0,,0,0,29.8,19,359.1,1031.4,21.2,6.5,88.8,7.7,4,,2024-12-22T07:51:54,2024-12-22T17:19:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-23,61.2,50.4,55.3,61.2,50.4,55.3,43.5,65.6,0,0,0,,0,0,31.8,22.5,20.9,1027.7,8.1,6.5,105.8,9,5,,2024-12-23T07:52:21,2024-12-23T17:19:38,0.76,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-24,59.9,44.2,51.5,59.9,39,49.6,40.1,65.9,0,0,0,,0,0,25.1,14.6,46.1,1026.3,8.9,6.5,107.3,9.1,5,,2024-12-24T07:52:46,2024-12-24T17:20:13,0.79,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-25,59,45.5,51.8,59,42.5,50.7,45,77.8,0,0,0,,0,0,17.2,9,32.1,1025.6,57.6,6.5,104.4,9,6,,2024-12-25T07:53:09,2024-12-25T17:20:50,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-26,60.8,47.8,52.7,60.8,44.4,51.8,46.5,79.5,0,0,0,,0,0,14.5,9.6,33.4,1025.1,41.7,6.5,108.7,9.3,5,,2024-12-26T07:53:31,2024-12-26T17:21:29,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-27,59.6,44,51.1,59.6,39.7,50.1,46.9,85.8,0,0,0,,0,0,13,9.8,33.2,1026.1,7.4,6.5,105.3,9.1,4,,2024-12-27T07:53:50,2024-12-27T17:22:09,0.89,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-12-28,59,45.5,51,59,41.5,49.5,45.3,81.4,0,0,0,,0,0,14.8,11.9,28.8,1027.6,0.4,6.5,105.3,9.2,5,,2024-12-28T07:54:07,2024-12-28T17:22:51,0.92,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-29,57.2,43.2,48.9,57.2,39.4,46.9,42.4,78.8,0,0,0,,0,0,21.9,10.6,32.9,1027.3,0,6.5,105.7,9.2,5,,2024-12-29T07:54:22,2024-12-29T17:23:35,0.95,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-30,56.8,39.6,47.3,56.8,35.7,45.3,42,82.7,0,0,0,,0,0,24.2,9.2,31.7,1027.8,9.5,6.5,103,9,5,,2024-12-30T07:54:35,2024-12-30T17:24:20,0,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-12-31,55.8,42.4,48.4,55.8,37.6,46.6,41.9,78.9,0,0,0,,0,0,19.7,10,30.3,1028,19,6.5,100.5,8.7,5,,2024-12-31T07:54:46,2024-12-31T17:25:07,0.02,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2025-01-01,55.4,41.4,47.2,55.4,36.7,45,41,79.3,0,0,0,,0,0,21.9,9.7,39.1,1028.1,3.3,6.5,110.2,9.5,5,,2025-01-01T07:54:55,2025-01-01T17:25:55,0.06,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2025-01-02,58.6,37.1,46,58.6,34.8,44.6,42,86.9,0,0,0,,0,0,18.3,7.2,37.1,1027.4,39.9,5.9,109.7,9.3,5,,2025-01-02T07:55:02,2025-01-02T17:26:45,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2025-01-03,56.9,43.2,48.9,56.9,40.6,48,46.6,91.9,0,0,0,,0,0,19.2,5.4,42.8,1025.9,48.1,6.3,78.7,6.7,3,,2025-01-03T07:55:07,2025-01-03T17:27:36,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2025-01-04,62.6,46.4,54.2,62.6,43.7,53.4,52,92.6,0,0,0,,0,0,28.9,19.5,162.9,1020.8,66.6,6.1,67.2,5.9,3,,2025-01-04T07:55:09,2025-01-04T17:28:29,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2025-01-05,61.2,57.6,60.1,61.2,57.6,60.1,57.7,91.7,0.394,100,4.17,rain,0,0,40.3,26.8,202.6,1008.6,76.1,5.2,35.2,3.3,2,,2025-01-05T07:55:10,2025-01-05T17:29:22,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
